,ID1,ID2,end_time,start_time
1151,1179,1196,13660,13520
1151,1196,1179,13660,13520
2832,1144,1098,13700,13640
2832,1098,1144,13700,13640
1142,1193,1179,13800,13660
1142,1179,1193,13800,13660
3082,1116,1365,13980,13780
3082,1365,1116,13980,13780
1143,1193,1179,14020,13840
1143,1179,1193,14020,13840
422,1159,1144,13940,13880
422,1144,1159,13940,13880
1137,1179,1190,13960,13880
1137,1190,1179,13960,13880
8,1191,1152,14320,13920
8,1152,1191,14320,13920
349,1159,1191,14140,14080
349,1191,1159,14140,14080
0,1157,1152,14300,14100
16,1144,1152,14220,14100
0,1152,1157,14300,14100
16,1152,1144,14220,14100
1537,1144,1191,14300,14140
1537,1191,1144,14300,14140
350,1159,1191,14480,14280
350,1191,1159,14480,14280
71,1191,1157,14560,14400
71,1157,1191,14560,14400
1538,1191,1144,14560,14400
1538,1144,1191,14560,14400
351,1159,1191,14600,14520
351,1191,1159,14600,14520
258,1144,1157,14620,14560
258,1157,1144,14620,14560
1539,1191,1144,14920,14720
1539,1144,1191,14920,14720
1108,1168,1191,14980,14880
1108,1191,1168,14980,14880
352,1191,1159,15020,14960
352,1159,1191,15020,14960
1647,1098,1193,15580,15520
1647,1193,1098,15580,15520
259,1157,1144,15780,15720
259,1144,1157,15780,15720
72,1157,1191,16080,15960
72,1191,1157,16080,15960
353,1191,1159,16580,16020
353,1159,1191,16580,16020
1887,1393,1196,16300,16240
1887,1196,1393,16300,16240
1376,1190,1196,16360,16260
1376,1196,1190,16360,16260
1360,1190,1193,16600,16460
1360,1193,1190,16600,16460
1377,1190,1196,16660,16520
1377,1196,1190,16660,16520
1132,1196,1305,16660,16600
1132,1305,1196,16660,16600
2833,1144,1098,16720,16640
2833,1098,1144,16720,16640
354,1159,1191,17120,16720
354,1191,1159,17120,16720
1601,1196,1193,17260,16740
1601,1193,1196,17260,16740
260,1157,1144,16920,16760
260,1144,1157,16920,16760
1540,1191,1144,17100,17000
1540,1144,1191,17100,17000
1361,1190,1193,17180,17100
1361,1193,1190,17180,17100
355,1159,1191,17280,17220
355,1191,1159,17280,17220
1723,1193,1378,17380,17320
1723,1378,1193,17380,17320
1362,1193,1190,17820,17340
1362,1190,1193,17820,17340
1520,1191,1130,17680,17560
1520,1130,1191,17680,17560
1130,1148,1168,17660,17580
1130,1168,1148,17660,17580
1521,1191,1130,17800,17720
1521,1130,1191,17800,17720
1363,1193,1190,17940,17860
1724,1378,1193,17940,17860
1363,1190,1193,17940,17860
1724,1193,1378,17940,17860
1522,1130,1191,17960,17900
1541,1191,1144,18220,17900
1522,1191,1130,17960,17900
1541,1144,1191,18220,17900
1131,1168,1148,18040,17980
1131,1148,1168,18040,17980
1523,1191,1130,18140,18040
1523,1130,1191,18140,18040
1144,1179,1193,18400,18340
1144,1193,1179,18400,18340
1602,1196,1193,18440,18360
1602,1193,1196,18440,18360
73,1157,1191,18600,18520
73,1191,1157,18600,18520
74,1191,1157,18780,18640
74,1157,1191,18780,18640
1440,1190,1365,18740,18680
1440,1365,1190,18740,18680
1880,1383,1196,18800,18700
1880,1196,1383,18800,18700
261,1157,1144,18820,18740
261,1144,1157,18820,18740
1672,1365,1193,19000,18920
1672,1193,1365,19000,18920
75,1157,1191,19140,18940
75,1191,1157,19140,18940
1963,1327,1261,19100,19040
1963,1261,1327,19100,19040
262,1144,1157,19260,19060
262,1157,1144,19260,19060
76,1157,1191,19300,19220
76,1191,1157,19300,19220
1124,1168,1144,19440,19220
1124,1144,1168,19440,19220
263,1157,1144,19420,19320
263,1144,1157,19420,19320
77,1191,1157,19560,19360
1441,1190,1365,19500,19360
77,1157,1191,19560,19360
1441,1365,1190,19500,19360
1542,1191,1144,19520,19460
1542,1144,1191,19520,19460
1543,1191,1144,19860,19580
264,1157,1144,19680,19580
264,1144,1157,19680,19580
1543,1144,1191,19860,19580
78,1157,1191,19680,19620
78,1191,1157,19680,19620
79,1191,1157,20100,19820
79,1157,1191,20100,19820
1109,1191,1168,20040,19960
1109,1168,1191,20040,19960
1544,1191,1144,20080,20000
1544,1144,1191,20080,20000
265,1157,1144,20080,20020
265,1144,1157,20080,20020
80,1157,1191,20220,20140
80,1191,1157,20220,20140
1545,1191,1144,20300,20160
1545,1144,1191,20300,20160
266,1144,1157,20280,20160
266,1157,1144,20280,20160
1145,1179,1193,20260,20200
1145,1193,1179,20260,20200
1174,1179,1365,20300,20240
1174,1365,1179,20300,20240
1378,1190,1196,20380,20320
1378,1196,1190,20380,20320
1746,1399,1193,20620,20560
1746,1193,1399,20620,20560
1603,1193,1196,21020,20900
1603,1196,1193,21020,20900
1146,1193,1179,21060,20940
1146,1179,1193,21060,20940
1364,1190,1193,21020,20960
1364,1193,1190,21020,20960
1365,1190,1193,21480,21400
1365,1193,1190,21480,21400
1152,1179,1196,21520,21420
1152,1196,1179,21520,21420
1731,1261,1193,21520,21440
1731,1193,1261,21520,21440
1366,1193,1190,21620,21540
1366,1190,1193,21620,21540
1153,1179,1196,21880,21620
1153,1196,1179,21880,21620
1154,1179,1196,22120,21980
1154,1196,1179,22120,21980
1138,1190,1179,22140,22080
1138,1179,1190,22140,22080
1147,1193,1179,22260,22160
1147,1179,1193,22260,22160
1139,1190,1179,22500,22180
1139,1179,1190,22500,22180
1148,1193,1179,22460,22400
1148,1179,1193,22460,22400
1732,1193,1261,22640,22580
1732,1261,1193,22640,22580
1367,1190,1193,22780,22600
1367,1193,1190,22780,22600
1879,1196,1374,23400,23320
1879,1374,1196,23400,23320
3442,1261,1391,23740,23680
3442,1391,1261,23740,23680
1379,1196,1190,23860,23760
1379,1190,1196,23860,23760
1673,1193,1365,23860,23780
1673,1365,1193,23860,23780
1674,1365,1193,24140,24020
1674,1193,1365,24140,24020
1380,1196,1190,24240,24080
1380,1190,1196,24240,24080
1715,1193,1116,24200,24120
1715,1116,1193,24200,24120
1469,1391,1190,24240,24160
1469,1190,1391,24240,24160
1716,1193,1116,24440,24340
1716,1116,1193,24440,24340
1675,1193,1365,24540,24400
1675,1365,1193,24540,24400
1741,1393,1193,24700,24620
1741,1193,1393,24700,24620
1381,1196,1190,24840,24700
1381,1190,1196,24840,24700
1470,1395,1190,24980,24920
1470,1190,1395,24980,24920
1888,1395,1196,25020,24940
1888,1196,1395,25020,24940
1889,1196,1395,25340,25060
1889,1395,1196,25340,25060
1382,1196,1190,25200,25080
1382,1190,1196,25200,25080
1383,1196,1190,25300,25240
1383,1190,1196,25300,25240
2786,1261,1352,25420,25360
2786,1352,1261,25420,25360
2787,1261,1352,25660,25580
2787,1352,1261,25660,25580
1807,1196,1323,25720,25660
1807,1323,1196,25720,25660
1384,1190,1196,25840,25680
1384,1196,1190,25840,25680
1747,1193,1399,25820,25720
1747,1399,1193,25820,25720
1717,1193,1116,25820,25740
1717,1116,1193,25820,25740
2788,1261,1352,26140,25760
2788,1352,1261,26140,25760
1748,1399,1193,25920,25860
1748,1193,1399,25920,25860
1718,1193,1116,26000,25860
1718,1116,1193,26000,25860
1853,1196,1352,26140,25960
1853,1352,1196,26140,25960
1885,1196,1261,26100,25980
1885,1261,1196,26100,25980
3278,1116,1399,26040,25980
3278,1399,1116,26040,25980
1854,1352,1196,26360,26280
1854,1196,1352,26360,26280
2789,1261,1352,26460,26300
2789,1352,1261,26460,26300
1605,1193,1327,26640,26580
1605,1327,1193,26640,26580
1606,1327,1193,27140,27080
1606,1193,1327,27140,27080
1604,1196,1193,27400,27340
1604,1193,1196,27400,27340
1368,1193,1190,29400,29320
1368,1190,1193,29400,29320
3110,1238,1246,32580,32500
3110,1246,1238,32580,32500
3111,1238,1246,32700,32620
3111,1246,1238,32700,32620
3112,1246,1238,32980,32860
3112,1238,1246,32980,32860
3113,1246,1238,33800,33660
3113,1238,1246,33800,33660
3114,1238,1246,34360,34300
3114,1246,1238,34360,34300
3305,1391,1246,35300,35120
3305,1246,1391,35300,35120
3115,1238,1246,35300,35200
3115,1246,1238,35300,35200
3308,1399,1246,35700,35640
3308,1246,1399,35700,35640
3116,1238,1246,35780,35680
3116,1246,1238,35780,35680
3304,1383,1246,35920,35840
3304,1246,1383,35920,35840
3117,1238,1246,36080,35980
3117,1246,1238,36080,35980
3118,1246,1238,36240,36140
3118,1238,1246,36240,36140
3126,1383,1238,36260,36200
3126,1238,1383,36260,36200
3119,1238,1246,36420,36360
3119,1246,1238,36420,36360
2782,1246,1352,36760,36640
2782,1352,1246,36760,36640
2783,1246,1352,37040,36800
2783,1352,1246,37040,36800
3120,1238,1246,36920,36840
3120,1246,1238,36920,36840
3121,1238,1246,37200,36980
3121,1246,1238,37200,36980
1134,1305,1246,37340,37240
1134,1246,1305,37340,37240
1135,1305,1246,37440,37380
1135,1246,1305,37440,37380
3306,1246,1393,37640,37500
3306,1393,1246,37640,37500
3083,1365,1246,38000,37860
3083,1246,1365,38000,37860
3122,1238,1246,38000,37920
3122,1246,1238,38000,37920
3302,1374,1246,38600,38380
3302,1246,1374,38600,38380
3303,1246,1374,58080,58020
3303,1374,1246,58080,58020
3123,1246,1238,58820,58740
3123,1238,1246,58820,58740
3124,1246,1238,58920,58860
3124,1238,1246,58920,58860
2784,1246,1352,59080,58980
2784,1352,1246,59080,58980
2785,1352,1246,59500,59440
2785,1246,1352,59500,59440
3125,1246,1238,60560,60500
3125,1238,1246,60560,60500
3307,1395,1246,60700,60580
3307,1246,1395,60700,60580
3298,1246,1378,60880,60780
3298,1378,1246,60880,60780
3299,1378,1246,61000,60940
3299,1246,1378,61000,60940
3300,1246,1378,61320,61220
3300,1378,1246,61320,61220
3301,1246,1378,61600,61360
3301,1378,1246,61600,61360
2992,1109,1114,64160,63860
2992,1114,1109,64160,63860
550,1181,1164,64620,64460
550,1164,1181,64620,64460
2993,1114,1109,64720,64480
2993,1109,1114,64720,64480
966,1295,1115,64700,64620
966,1115,1295,64700,64620
906,1295,1114,64860,64800
906,1114,1295,64860,64800
907,1295,1114,65360,65120
907,1114,1295,65360,65120
1309,1115,1181,65600,65540
1309,1181,1115,65600,65540
680,1164,1109,65740,65620
680,1109,1164,65740,65620
908,1114,1295,65820,65680
908,1295,1114,65820,65680
2997,1115,1109,65920,65740
2997,1109,1115,65920,65740
2238,1115,1207,65900,65780
2238,1207,1115,65900,65780
909,1295,1114,66040,65900
909,1114,1295,66040,65900
2994,1109,1114,66140,66040
2994,1114,1109,66140,66040
2340,1207,1393,66540,66140
2340,1393,1207,66540,66140
2185,1207,1109,66240,66180
2185,1109,1207,66240,66180
910,1295,1114,66460,66280
910,1114,1295,66460,66280
2186,1207,1109,66420,66360
2186,1109,1207,66420,66360
2228,1114,1207,66460,66360
2228,1207,1114,66460,66360
845,1109,1295,66440,66380
845,1295,1109,66440,66380
810,1295,1207,66460,66380
810,1207,1295,66460,66380
2341,1393,1207,66660,66580
2341,1207,1393,66660,66580
551,1164,1181,66760,66640
551,1181,1164,66760,66640
2342,1207,1393,67320,66720
2342,1393,1207,67320,66720
911,1114,1295,66840,66740
911,1295,1114,66840,66740
912,1114,1295,67280,66880
912,1295,1114,67280,66880
2219,1207,1365,67000,66940
2219,1365,1207,67000,66940
1272,1181,1352,67300,67140
1272,1352,1181,67300,67140
913,1114,1295,67380,67320
913,1295,1114,67380,67320
715,1164,1377,67460,67340
715,1377,1164,67460,67340
1051,1295,1378,67560,67440
1051,1378,1295,67560,67440
1273,1352,1181,67640,67480
1273,1181,1352,67640,67480
2148,1207,1352,67620,67560
2148,1352,1207,67620,67560
1052,1295,1378,67840,67640
1052,1378,1295,67840,67640
3160,1114,1378,67900,67820
914,1295,1114,68220,67820
914,1114,1295,68220,67820
3160,1378,1114,67900,67820
1331,1181,1391,67960,67820
1331,1391,1181,67960,67820
2149,1352,1207,68080,67980
2149,1207,1352,68080,67980
3161,1378,1114,68260,68120
3161,1114,1378,68260,68120
2150,1207,1352,68220,68140
2150,1352,1207,68220,68140
2768,1109,1352,68220,68160
2768,1352,1109,68220,68160
1053,1295,1378,68380,68280
1053,1378,1295,68380,68280
2151,1352,1207,68380,68300
2151,1207,1352,68380,68300
1332,1391,1181,68440,68380
1332,1181,1391,68440,68380
2187,1109,1207,68480,68420
2187,1207,1109,68480,68420
3162,1114,1378,68500,68440
3162,1378,1114,68500,68440
716,1164,1377,68540,68480
716,1377,1164,68540,68480
2239,1207,1115,68860,68500
2239,1115,1207,68860,68500
915,1114,1295,68980,68540
915,1295,1114,68980,68540
2188,1109,1207,68640,68560
681,1164,1109,68620,68560
610,1164,1207,68620,68560
2188,1207,1109,68640,68560
681,1109,1164,68620,68560
3163,1378,1114,68640,68560
610,1207,1164,68620,68560
3163,1114,1378,68640,68560
3221,1115,1395,68740,68640
3221,1395,1115,68740,68640
3164,1114,1378,68940,68680
3164,1378,1114,68940,68680
2189,1109,1207,68840,68780
2998,1109,1115,68900,68780
2998,1115,1109,68900,68780
1237,1327,1181,68840,68780
1237,1181,1327,68840,68780
2189,1207,1109,68840,68780
2324,1377,1207,68940,68840
2324,1207,1377,68940,68840
1054,1378,1295,68980,68880
1054,1295,1378,68980,68880
2240,1115,1207,69020,68900
2240,1207,1115,69020,68900
3165,1378,1114,69060,68980
3165,1114,1378,69060,68980
2325,1378,1207,69100,69040
916,1114,1295,69420,69040
2325,1207,1378,69100,69040
916,1295,1114,69420,69040
3072,1365,1115,69160,69100
3072,1115,1365,69160,69100
611,1207,1164,69420,69160
611,1164,1207,69420,69160
2241,1115,1207,69300,69180
2241,1207,1115,69300,69180
703,1164,1115,69260,69200
703,1115,1164,69260,69200
3073,1365,1115,69520,69280
3073,1115,1365,69520,69280
612,1164,1207,69640,69480
612,1207,1164,69640,69480
2242,1115,1207,69540,69480
2242,1207,1115,69540,69480
2243,1115,1207,69640,69580
2243,1207,1115,69640,69580
1238,1181,1327,69820,69600
1238,1327,1181,69820,69600
677,1363,1164,69700,69640
677,1164,1363,69700,69640
2244,1207,1115,69860,69720
2244,1115,1207,69860,69720
2999,1109,1115,70080,69960
2245,1115,1207,70080,69960
2190,1109,1207,70060,69960
2190,1207,1109,70060,69960
2999,1115,1109,70080,69960
2245,1207,1115,70080,69960
1254,1181,1207,70060,69980
1254,1207,1181,70060,69980
2191,1109,1207,70260,70200
2191,1207,1109,70260,70200
3000,1115,1109,70480,70360
2326,1207,1378,70440,70360
2326,1378,1207,70440,70360
917,1114,1295,70520,70360
3000,1109,1115,70480,70360
917,1295,1114,70520,70360
846,1109,1295,70640,70500
846,1295,1109,70640,70500
3175,1393,1114,70700,70580
918,1114,1295,70720,70580
3175,1114,1393,70700,70580
918,1295,1114,70720,70580
2246,1115,1207,70680,70600
2246,1207,1115,70680,70600
2247,1115,1207,70820,70720
2192,1207,1109,70820,70720
2192,1109,1207,70820,70720
2247,1207,1115,70820,70720
3176,1114,1393,70820,70740
3176,1393,1114,70820,70740
1082,1393,1295,70860,70740
1082,1295,1393,70860,70740
2248,1207,1115,71140,71020
2248,1115,1207,71140,71020
2162,1098,1207,71260,71140
2162,1207,1098,71260,71140
2249,1115,1207,71380,71220
2249,1207,1115,71380,71220
919,1295,1114,71360,71240
919,1114,1295,71360,71240
175,1157,1114,71560,71340
175,1114,1157,71560,71340
650,1164,1098,71420,71360
849,1295,1365,71420,71360
650,1098,1164,71420,71360
849,1365,1295,71420,71360
2800,1098,1109,71500,71420
2250,1207,1115,71780,71420
2250,1115,1207,71780,71420
2800,1109,1098,71500,71420
3087,1393,1365,71580,71460
850,1295,1365,71600,71460
3087,1365,1393,71580,71460
850,1365,1295,71600,71460
2193,1109,1207,71600,71500
2805,1098,1114,71600,71500
2193,1207,1109,71600,71500
2805,1114,1098,71600,71500
3001,1115,1109,71680,71560
3001,1109,1115,71680,71560
920,1114,1295,72140,71580
920,1295,1114,72140,71580
851,1295,1365,71840,71720
851,1365,1295,71840,71720
3066,1365,1114,71840,71740
3066,1114,1365,71840,71740
2163,1098,1207,71900,71760
2163,1207,1098,71900,71760
2251,1115,1207,71940,71820
2251,1207,1115,71940,71820
299,1148,1157,72020,71960
267,1144,1157,72020,71960
3454,1148,1144,72020,71960
267,1157,1144,72020,71960
299,1157,1148,72020,71960
3454,1144,1148,72020,71960
2164,1207,1098,72060,71980
2252,1207,1115,72120,71980
2164,1098,1207,72060,71980
2252,1115,1207,72120,71980
2544,1210,1245,72180,72000
2544,1245,1210,72180,72000
755,1305,1295,72080,72020
3002,1109,1115,72180,72020
755,1295,1305,72080,72020
3002,1115,1109,72180,72020
566,1164,1191,72180,72060
566,1191,1164,72180,72060
268,1157,1144,72240,72100
1133,1114,1305,72180,72100
268,1144,1157,72240,72100
1133,1305,1114,72180,72100
81,1191,1157,72280,72180
81,1157,1191,72280,72180
1546,1144,1191,72980,72200
1546,1191,1144,72980,72200
2194,1109,1207,72280,72220
2194,1207,1109,72280,72220
921,1114,1295,72560,72260
921,1295,1114,72560,72260
3003,1109,1115,72340,72260
3003,1115,1109,72340,72260
3166,1114,1383,72560,72320
3166,1383,1114,72560,72320
82,1191,1157,72440,72340
2195,1109,1207,72480,72340
2195,1207,1109,72480,72340
82,1157,1191,72440,72340
2253,1207,1115,72460,72360
2253,1115,1207,72460,72360
3004,1115,1109,72440,72380
3004,1109,1115,72440,72380
1071,1383,1295,72480,72400
1071,1295,1383,72480,72400
2817,1098,1245,72560,72460
651,1098,1164,72560,72460
651,1164,1098,72560,72460
2817,1245,1098,72560,72460
83,1157,1191,72580,72480
83,1191,1157,72580,72480
2344,1395,1207,73200,72520
2344,1207,1395,73200,72520
2380,1098,1210,72640,72560
2380,1210,1098,72640,72560
1808,1115,1323,72760,72620
1808,1323,1115,72760,72620
3167,1114,1383,72780,72700
3167,1383,1114,72780,72700
3289,1144,1245,72840,72740
3289,1245,1144,72840,72740
1809,1115,1323,73120,72840
1809,1323,1115,73120,72840
922,1295,1114,72980,72920
922,1114,1295,72980,72920
3168,1383,1114,73040,72960
3168,1114,1383,73040,72960
152,1098,1157,73080,72960
152,1157,1098,73080,72960
1547,1191,1144,73180,73020
1547,1144,1191,73180,73020
923,1114,1295,73420,73040
923,1295,1114,73420,73040
153,1098,1157,73220,73120
153,1157,1098,73220,73120
3005,1109,1115,73280,73160
3005,1115,1109,73280,73160
1548,1191,1144,73460,73240
1548,1144,1191,73460,73240
2345,1395,1207,73540,73260
2345,1207,1395,73540,73260
2103,1210,1207,73340,73280
2103,1207,1210,73340,73280
3196,1378,1115,73640,73360
3196,1115,1378,73640,73360
3006,1115,1109,73440,73360
3006,1109,1115,73440,73360
924,1114,1295,73520,73460
924,1295,1114,73520,73460
2346,1395,1207,73680,73600
2346,1207,1395,73680,73600
3047,1378,1109,73700,73640
1549,1144,1191,74860,73640
3047,1109,1378,73700,73640
1549,1191,1144,74860,73640
1810,1323,1115,73780,73660
1810,1115,1323,73780,73660
613,1207,1164,73740,73680
613,1164,1207,73740,73680
154,1157,1098,73820,73740
154,1098,1157,73820,73740
614,1207,1164,73920,73800
614,1164,1207,73920,73800
2176,1207,1363,73920,73860
2176,1363,1207,73920,73860
925,1114,1295,74380,73900
925,1295,1114,74380,73900
2104,1207,1210,74020,73940
2104,1210,1207,74020,73940
1811,1115,1323,74020,73940
1811,1323,1115,74020,73940
637,1164,1210,74040,73960
637,1210,1164,74040,73960
615,1164,1207,74540,73960
615,1207,1164,74540,73960
678,1164,1363,74320,74200
2177,1363,1207,74560,74200
678,1363,1164,74320,74200
2177,1207,1363,74560,74200
1344,1181,1393,74480,74360
1344,1393,1181,74480,74360
926,1114,1295,74540,74440
926,1295,1114,74540,74440
2328,1374,1207,74580,74480
2328,1207,1374,74580,74480
2575,1399,1210,74600,74480
2575,1210,1399,74600,74480
927,1295,1114,74640,74580
927,1114,1295,74640,74580
2152,1207,1352,74780,74700
2152,1352,1207,74780,74700
155,1098,1157,74900,74760
155,1157,1098,74900,74760
826,1295,1210,74860,74780
616,1207,1164,75260,74780
616,1164,1207,75260,74780
826,1210,1295,74860,74780
1239,1327,1181,74960,74900
2834,1144,1098,75080,74900
2834,1098,1144,75080,74900
1239,1181,1327,74960,74900
356,1191,1159,75020,74920
356,1159,1191,75020,74920
3290,1144,1245,75080,74980
3290,1245,1144,75080,74980
3177,1114,1393,75060,75000
2178,1207,1363,75060,75000
2178,1363,1207,75060,75000
3177,1393,1114,75060,75000
1125,1168,1144,75160,75080
1125,1144,1168,75160,75080
2179,1207,1363,75180,75100
2329,1207,1374,75160,75100
2179,1363,1207,75180,75100
2329,1374,1207,75160,75100
2576,1210,1399,75180,75120
2576,1399,1210,75180,75120
2229,1207,1114,75240,75160
2312,1207,1245,75240,75160
2312,1245,1207,75240,75160
2229,1114,1207,75240,75160
811,1295,1207,75260,75180
811,1207,1295,75260,75180
2577,1210,1399,75320,75260
2254,1115,1207,75320,75260
2577,1399,1210,75320,75260
2254,1207,1115,75320,75260
1565,1191,1148,75340,75280
1565,1148,1191,75340,75280
3007,1109,1115,75480,75320
3007,1115,1109,75480,75320
455,1159,1148,75420,75360
455,1148,1159,75420,75360
2381,1098,1210,75480,75400
2381,1210,1098,75480,75400
2184,1108,1207,75560,75500
2184,1207,1108,75560,75500
22,1157,1159,75600,75540
22,1159,1157,75600,75540
2578,1210,1399,75620,75560
2578,1399,1210,75620,75560
2831,1098,1393,75720,75580
2831,1393,1098,75720,75580
1550,1144,1191,75680,75600
1550,1191,1144,75680,75600
617,1207,1164,75780,75620
617,1164,1207,75780,75620
3204,1383,1115,75940,75660
3204,1115,1383,75940,75660
1509,1363,1191,75880,75760
1509,1191,1363,75880,75760
2330,1207,1374,76300,75840
1240,1327,1181,75900,75840
567,1164,1191,75900,75840
1483,1191,1207,75940,75840
2330,1374,1207,76300,75840
1240,1181,1327,75900,75840
1483,1207,1191,75940,75840
567,1191,1164,75900,75840
3008,1109,1115,75980,75860
3008,1115,1109,75980,75860
3205,1115,1383,76320,76000
3205,1383,1115,76320,76000
3009,1115,1109,76160,76020
176,1157,1115,76080,76020
3009,1109,1115,76160,76020
176,1115,1157,76080,76020
1484,1207,1191,76200,76140
1484,1191,1207,76200,76140
618,1207,1164,77040,76160
618,1164,1207,77040,76160
1589,1320,1098,76340,76280
1589,1098,1320,76340,76280
91,1157,1320,76560,76320
91,1320,1157,76560,76320
2331,1207,1374,76460,76340
2165,1098,1207,76480,76340
2165,1207,1098,76480,76340
2331,1374,1207,76460,76340
652,1098,1164,76500,76380
652,1164,1098,76500,76380
3010,1109,1115,76640,76460
718,1164,1374,76720,76460
3010,1115,1109,76640,76460
718,1374,1164,76720,76460
2332,1207,1374,76900,76500
1506,1098,1191,76560,76500
2332,1374,1207,76900,76500
1506,1191,1098,76560,76500
2851,1100,1108,76740,76600
2851,1108,1100,76740,76600
92,1157,1320,76720,76640
1485,1207,1191,76900,76640
92,1320,1157,76720,76640
1136,1383,1305,76780,76640
1136,1305,1383,76780,76640
928,1295,1114,76720,76640
928,1114,1295,76720,76640
1485,1191,1207,76900,76640
3147,1114,1115,76740,76660
2446,1115,1210,76720,76660
967,1295,1115,76760,76660
2446,1210,1115,76720,76660
568,1191,1164,76820,76660
3147,1115,1114,76740,76660
568,1164,1191,76820,76660
967,1115,1295,76760,76660
2579,1210,1144,76780,76700
2579,1144,1210,76780,76700
2573,1210,1393,76800,76720
2573,1393,1210,76800,76720
1516,1191,1374,76920,76760
1516,1374,1191,76920,76760
569,1191,1164,76920,76860
2574,1393,1210,76940,76860
569,1164,1191,76920,76860
2574,1210,1393,76940,76860
1270,1181,1210,76940,76880
1270,1210,1181,76940,76880
423,1159,1144,76980,76900
423,1144,1159,76980,76900
2818,1245,1098,77100,76920
2818,1098,1245,77100,76920
84,1191,1157,77060,76940
84,1157,1191,77060,76940
3223,1115,1144,77040,76980
3223,1144,1115,77040,76980
2766,1108,1352,77300,77000
2105,1207,1210,77060,77000
2105,1210,1207,77060,77000
2766,1352,1108,77300,77000
2255,1115,1207,77080,77020
357,1159,1191,77140,77020
704,1164,1115,77080,77020
2255,1207,1115,77080,77020
1551,1144,1191,77280,77020
1551,1191,1144,77280,77020
2580,1210,1144,77080,77020
